MONTH,REGION,COUNTRYOFRESIDENCE,OVERNIGHTSTAYS
01/01/2023,Jura & Three-Lakes,"New Zealand, Oceania",8
01/01/2023,Jura & Three-Lakes,Singapore,10
01/01/2023,Jura & Three-Lakes,Oman,0
01/01/2023,Jura & Three-Lakes,Taiwan (Chinese Taipei),44
01/01/2023,Jura & Three-Lakes,Thailand,73
01/01/2023,Jura & Three-Lakes,Other West Asian countries,28
01/01/2023,Jura & Three-Lakes,Estonia,1
01/01/2023,Jura & Three-Lakes,Latvia,0
01/01/2023,Jura & Three-Lakes,Lithuania,26
01/01/2023,Jura & Three-Lakes,Saudi Arabia,9
01/01/2023,Jura & Three-Lakes,United Arab Emirates,40
01/01/2023,Jura & Three-Lakes,Serbia and Montenegro,0
01/01/2023,Jura & Three-Lakes,Croatia,2
01/01/2023,Jura & Three-Lakes,Romania,123
01/01/2023,Jura & Three-Lakes,Russia,36
01/01/2023,Jura & Three-Lakes,Slovakia,6
01/01/2023,Jura & Three-Lakes,Slovenia,53
01/01/2023,Jura & Three-Lakes,Czechia,68
01/01/2023,Jura & Three-Lakes,Ukraine,31
01/01/2023,Jura & Three-Lakes,Serbia,6
01/01/2023,Vaud,Switzerland,109909
01/01/2023,Vaud,Baltic States,0
01/01/2023,Vaud,Germany,4925
01/01/2023,Vaud,France,17051
01/01/2023,Vaud,Italy,3832
01/01/2023,Vaud,Austria,419
01/01/2023,Vaud,United Kingdom,5336
01/01/2023,Vaud,Irland,329
01/01/2023,Vaud,Netherlands,1544
01/01/2023,Vaud,Belgium,2032
01/01/2023,Vaud,Luxembourg,295
01/01/2023,Vaud,Denmark,428
01/01/2023,Vaud,Sweden,357
01/01/2023,Vaud,Norway,244
01/01/2023,Vaud,Finland,283
01/01/2023,Vaud,Spain,1994
01/01/2023,Vaud,Portugal,1173
01/01/2023,Vaud,Greece,583
01/01/2023,Vaud,Turkey,420
01/01/2023,Vaud,Other European countries,486
01/01/2023,Vaud,Liechtenstein,39
01/01/2023,Vaud,Iceland,28
01/01/2023,Vaud,Poland,546
01/01/2023,Vaud,Hungary,270
01/01/2023,Vaud,Belarus,24
01/01/2023,Vaud,Bulgaria,90
01/01/2023,Vaud,Malta,51
01/01/2023,Vaud,Cyprus,62
01/01/2023,Vaud,Chile,51
01/01/2023,Vaud,United States,5546
01/01/2023,Vaud,Canada,551
01/01/2023,Vaud,Mexico,224
01/01/2023,Vaud,Brazil,1467
01/01/2023,Vaud,Argentina,99
01/01/2023,Vaud,"Central America, Caribbean",0
01/01/2023,Vaud,Other South American countries,310
01/01/2023,Vaud,Other Central American countries,173
01/01/2023,Vaud,Egypt,148
01/01/2023,Vaud,Other North African countries,252
01/01/2023,Vaud,South Africa,126
01/01/2023,Vaud,Other African countries,599
01/01/2023,Vaud,Bahrain,16
01/01/2023,Vaud,Israel,336
01/01/2023,Vaud,India,567
01/01/2023,Vaud,Japan,291
01/01/2023,Vaud,Other South-East Asian countries,541
01/01/2023,Vaud,Qatar,135
01/01/2023,Vaud,Kuwait,277
01/01/2023,Vaud,Australia,1006
01/01/2023,Vaud,"Australia, New Zealand, Oceania",0
01/01/2023,Vaud,China,882
01/01/2023,Vaud,Gulf States,0
01/01/2023,Vaud,Hong Kong,128
01/01/2023,Vaud,Indonesia,226
01/01/2023,Vaud,South Korea,334
01/01/2023,Vaud,Malaysia,432
01/01/2023,Vaud,Philippines,203
01/01/2023,Vaud,"New Zealand, Oceania",72
01/01/2023,Vaud,Singapore,242
01/01/2023,Vaud,Oman,26
01/01/2023,Vaud,Taiwan (Chinese Taipei),151
01/01/2023,Vaud,Thailand,408
01/01/2023,Vaud,Other West Asian countries,391
01/01/2023,Vaud,Estonia,101
01/01/2023,Vaud,Latvia,41
01/01/2023,Vaud,Lithuania,59
01/01/2023,Vaud,Saudi Arabia,691
01/01/2023,Vaud,United Arab Emirates,788
01/01/2023,Vaud,Serbia and Montenegro,0
01/01/2023,Vaud,Croatia,141
01/01/2023,Vaud,Romania,358
01/01/2023,Vaud,Russia,696
01/01/2023,Vaud,Slovakia,77
01/01/2023,Vaud,Slovenia,102
01/01/2023,Vaud,Czechia,222
01/01/2023,Vaud,Ukraine,468
01/01/2023,Vaud,Serbia,235
01/01/2023,Geneva,Switzerland,55894
01/01/2023,Geneva,Baltic States,0
01/01/2023,Geneva,Germany,5478
01/01/2023,Geneva,France,22348
01/01/2023,Geneva,Italy,7298
01/01/2023,Geneva,Austria,754
01/01/2023,Geneva,United Kingdom,21158
01/01/2023,Geneva,Irland,1696
01/01/2023,Geneva,Netherlands,2683
01/01/2023,Geneva,Belgium,2459
01/01/2023,Geneva,Luxembourg,527
01/01/2023,Geneva,Denmark,799
01/01/2023,Geneva,Sweden,1274
01/01/2023,Geneva,Norway,571
01/01/2023,Geneva,Finland,605
01/01/2023,Geneva,Spain,5356
01/01/2023,Geneva,Portugal,2852
01/01/2023,Geneva,Greece,1789
01/01/2023,Geneva,Turkey,1591
01/01/2023,Geneva,Other European countries,1727
01/01/2023,Geneva,Liechtenstein,28
01/01/2023,Geneva,Iceland,80
01/01/2023,Geneva,Poland,946
01/01/2023,Geneva,Hungary,459
01/01/2023,Geneva,Belarus,89
01/01/2023,Geneva,Bulgaria,468
01/01/2023,Geneva,Malta,263
01/01/2023,Geneva,Cyprus,420
01/01/2023,Geneva,Chile,264
01/01/2023,Geneva,United States,19848
01/01/2023,Geneva,Canada,2479
01/01/2023,Geneva,Mexico,1441
01/01/2023,Geneva,Brazil,10340
01/01/2023,Geneva,Argentina,691
01/01/2023,Geneva,"Central America, Caribbean",0
01/01/2023,Geneva,Other South American countries,1749
01/01/2023,Geneva,Other Central American countries,1244
01/01/2023,Geneva,Egypt,672
01/01/2023,Geneva,Other North African countries,1595
01/01/2023,Geneva,South Africa,782
01/01/2023,Geneva,Other African countries,3155
01/01/2023,Geneva,Bahrain,179
01/01/2023,Geneva,Israel,1751
01/01/2023,Geneva,India,2064
01/01/2023,Geneva,Japan,965
01/01/2023,Geneva,Other South-East Asian countries,2036
01/01/2023,Geneva,Qatar,1436
01/01/2023,Geneva,Kuwait,1762
01/01/2023,Geneva,Australia,4299
01/01/2023,Geneva,"Australia, New Zealand, Oceania",0
01/01/2023,Geneva,China,1587
01/01/2023,Geneva,Gulf States,0
01/01/2023,Geneva,Hong Kong,514
01/01/2023,Geneva,Indonesia,483
01/01/2023,Geneva,South Korea,762
01/01/2023,Geneva,Malaysia,653
01/01/2023,Geneva,Philippines,544
01/01/2023,Geneva,"New Zealand, Oceania",939
01/01/2023,Geneva,Singapore,1030
01/01/2023,Geneva,Oman,189
01/01/2023,Geneva,Taiwan (Chinese Taipei),237
01/01/2023,Geneva,Thailand,541
01/01/2023,Geneva,Other West Asian countries,1812
01/01/2023,Geneva,Estonia,140
01/01/2023,Geneva,Latvia,142
01/01/2023,Geneva,Lithuania,191
01/01/2023,Geneva,Saudi Arabia,4350
01/01/2023,Geneva,United Arab Emirates,2735
01/01/2023,Geneva,Serbia and Montenegro,0
01/01/2023,Geneva,Croatia,210
01/01/2023,Geneva,Romania,905
01/01/2023,Geneva,Russia,1854
01/01/2023,Geneva,Slovakia,190
01/01/2023,Geneva,Slovenia,138
01/01/2023,Geneva,Czechia,356
01/01/2023,Geneva,Ukraine,1474
01/01/2023,Geneva,Serbia,217
01/01/2023,Valais,Switzerland,271847
01/01/2023,Valais,Baltic States,0
01/01/2023,Valais,Germany,27530
01/01/2023,Valais,France,13349
01/01/2023,Valais,Italy,5654
01/01/2023,Valais,Austria,1120
01/01/2023,Valais,United Kingdom,25701
01/01/2023,Valais,Irland,1372
01/01/2023,Valais,Netherlands,10553
01/01/2023,Valais,Belgium,16775
01/01/2023,Valais,Luxembourg,1925
01/01/2023,Valais,Denmark,2066
01/01/2023,Valais,Sweden,2296
01/01/2023,Valais,Norway,597
01/01/2023,Valais,Finland,602
01/01/2023,Valais,Spain,2967
01/01/2023,Valais,Portugal,1126
01/01/2023,Valais,Greece,1592
01/01/2023,Valais,Turkey,1125
01/01/2023,Valais,Other European countries,479
01/01/2023,Valais,Liechtenstein,75
01/01/2023,Valais,Iceland,163
01/01/2023,Valais,Poland,1147
01/01/2023,Valais,Hungary,628
01/01/2023,Valais,Belarus,120
01/01/2023,Valais,Bulgaria,258
01/01/2023,Valais,Malta,96
01/01/2023,Valais,Cyprus,273
01/01/2023,Valais,Chile,151
01/01/2023,Valais,United States,26708
01/01/2023,Valais,Canada,2871
01/01/2023,Valais,Mexico,934
01/01/2023,Valais,Brazil,5550
01/01/2023,Valais,Argentina,474
01/01/2023,Valais,"Central America, Caribbean",0
01/01/2023,Valais,Other South American countries,1650
01/01/2023,Valais,Other Central American countries,586
01/01/2023,Valais,Egypt,362
01/01/2023,Valais,Other North African countries,104
01/01/2023,Valais,South Africa,481
01/01/2023,Valais,Other African countries,251
01/01/2023,Valais,Bahrain,25
01/01/2023,Valais,Israel,847
01/01/2023,Valais,India,629
01/01/2023,Valais,Japan,361
01/01/2023,Valais,Other South-East Asian countries,679
01/01/2023,Valais,Qatar,138
01/01/2023,Valais,Kuwait,324
01/01/2023,Valais,Australia,9793
01/01/2023,Valais,"Australia, New Zealand, Oceania",0
01/01/2023,Valais,China,1149
01/01/2023,Valais,Gulf States,0
01/01/2023,Valais,Hong Kong,1232
01/01/2023,Valais,Indonesia,1021
01/01/2023,Valais,South Korea,1025
01/01/2023,Valais,Malaysia,1239
01/01/2023,Valais,Philippines,238
01/01/2023,Valais,"New Zealand, Oceania",344
01/01/2023,Valais,Singapore,1807
01/01/2023,Valais,Oman,38
01/01/2023,Valais,Taiwan (Chinese Taipei),1615
01/01/2023,Valais,Thailand,1564
01/01/2023,Valais,Other West Asian countries,672
01/01/2023,Valais,Estonia,146
01/01/2023,Valais,Latvia,144
01/01/2023,Valais,Lithuania,848
01/01/2023,Valais,Saudi Arabia,763
01/01/2023,Valais,United Arab Emirates,2943
01/01/2023,Valais,Serbia and Montenegro,0
01/01/2023,Valais,Croatia,1053
01/01/2023,Valais,Romania,876
01/01/2023,Valais,Russia,3107
01/01/2023,Valais,Slovakia,193
01/01/2023,Valais,Slovenia,289
01/01/2023,Valais,Czechia,585
01/01/2023,Valais,Ukraine,816
01/01/2023,Valais,Serbia,395
01/01/2023,Ticino,Switzerland,34301
01/01/2023,Ticino,Baltic States,0
01/01/2023,Ticino,Germany,4179
01/01/2023,Ticino,France,1304
01/01/2023,Ticino,Italy,11395
01/01/2023,Ticino,Austria,242
01/01/2023,Ticino,United Kingdom,852
01/01/2023,Ticino,Irland,72
01/01/2023,Ticino,Netherlands,614
01/01/2023,Ticino,Belgium,307
01/01/2023,Ticino,Luxembourg,57
01/01/2023,Ticino,Denmark,73
01/01/2023,Ticino,Sweden,94
01/01/2023,Ticino,Norway,78
01/01/2023,Ticino,Finland,82
01/01/2023,Ticino,Spain,495
01/01/2023,Ticino,Portugal,268
01/01/2023,Ticino,Greece,114
01/01/2023,Ticino,Turkey,216
01/01/2023,Ticino,Other European countries,329
01/01/2023,Ticino,Liechtenstein,80
01/01/2023,Ticino,Iceland,0
01/01/2023,Ticino,Poland,243
01/01/2023,Ticino,Hungary,89
01/01/2023,Ticino,Belarus,41
01/01/2023,Ticino,Bulgaria,66
01/01/2023,Ticino,Malta,50
01/01/2023,Ticino,Cyprus,21
01/01/2023,Ticino,Chile,22
01/01/2023,Ticino,United States,1185
01/01/2023,Ticino,Canada,151
01/01/2023,Ticino,Mexico,45
01/01/2023,Ticino,Brazil,411
01/01/2023,Ticino,Argentina,58
01/01/2023,Ticino,"Central America, Caribbean",0
01/01/2023,Ticino,Other South American countries,98
01/01/2023,Ticino,Other Central American countries,103
01/01/2023,Ticino,Egypt,40
01/01/2023,Ticino,Other North African countries,62
01/01/2023,Ticino,South Africa,43
01/01/2023,Ticino,Other African countries,152
01/01/2023,Ticino,Bahrain,0
01/01/2023,Ticino,Israel,198
01/01/2023,Ticino,India,86
01/01/2023,Ticino,Japan,100
01/01/2023,Ticino,Other South-East Asian countries,95
01/01/2023,Ticino,Qatar,72
01/01/2023,Ticino,Kuwait,139
01/01/2023,Ticino,Australia,150
01/01/2023,Ticino,"Australia, New Zealand, Oceania",0
01/01/2023,Ticino,China,167
01/01/2023,Ticino,Gulf States,0
01/01/2023,Ticino,Hong Kong,63
01/01/2023,Ticino,Indonesia,187
01/01/2023,Ticino,South Korea,22
01/01/2023,Ticino,Malaysia,49
01/01/2023,Ticino,Philippines,71
01/01/2023,Ticino,"New Zealand, Oceania",27
01/01/2023,Ticino,Singapore,50
01/01/2023,Ticino,Oman,1
01/01/2023,Ticino,Taiwan (Chinese Taipei),107
01/01/2023,Ticino,Thailand,104
01/01/2023,Ticino,Other West Asian countries,96
01/01/2023,Ticino,Estonia,29
01/01/2023,Ticino,Latvia,23
01/01/2023,Ticino,Lithuania,17
01/01/2023,Ticino,Saudi Arabia,119
01/01/2023,Ticino,United Arab Emirates,201
01/01/2023,Ticino,Serbia and Montenegro,0
01/01/2023,Ticino,Croatia,99
01/01/2023,Ticino,Romania,290
01/01/2023,Ticino,Russia,347
01/01/2023,Ticino,Slovakia,26
01/01/2023,Ticino,Slovenia,46
01/01/2023,Ticino,Czechia,141
01/01/2023,Ticino,Ukraine,366
01/01/2023,Ticino,Serbia,86
01/01/2023,Fribourg Region,Switzerland,20029
01/01/2023,Fribourg Region,Baltic States,0
01/01/2023,Fribourg Region,Germany,1559
01/01/2023,Fribourg Region,France,2400
01/01/2023,Fribourg Region,Italy,760
01/01/2023,Fribourg Region,Austria,122
01/01/2023,Fribourg Region,United Kingdom,483
01/01/2023,Fribourg Region,Irland,8
01/01/2023,Fribourg Region,Netherlands,303
01/01/2023,Fribourg Region,Belgium,321
01/01/2023,Fribourg Region,Luxembourg,48
01/01/2023,Fribourg Region,Denmark,25
01/01/2023,Fribourg Region,Sweden,35
01/01/2023,Fribourg Region,Norway,1
01/01/2023,Fribourg Region,Finland,6
01/01/2023,Fribourg Region,Spain,408
01/01/2023,Fribourg Region,Portugal,163
01/01/2023,Fribourg Region,Greece,3
01/01/2023,Fribourg Region,Turkey,31
01/01/2023,Fribourg Region,Other European countries,82
01/01/2023,Fribourg Region,Liechtenstein,8
01/01/2023,Fribourg Region,Iceland,0
01/01/2023,Fribourg Region,Poland,71
01/01/2023,Fribourg Region,Hungary,31
01/01/2023,Fribourg Region,Belarus,0
01/01/2023,Fribourg Region,Bulgaria,5
01/01/2023,Fribourg Region,Malta,22
01/01/2023,Fribourg Region,Cyprus,9
01/01/2023,Fribourg Region,Chile,22
01/01/2023,Fribourg Region,United States,187
01/01/2023,Fribourg Region,Canada,44
01/01/2023,Fribourg Region,Mexico,3
01/01/2023,Fribourg Region,Brazil,114
01/01/2023,Fribourg Region,Argentina,9
01/01/2023,Fribourg Region,"Central America, Caribbean",0
01/01/2023,Fribourg Region,Other South American countries,21
01/01/2023,Fribourg Region,Other Central American countries,19
01/01/2023,Fribourg Region,Egypt,4
01/01/2023,Fribourg Region,Other North African countries,4
01/01/2023,Fribourg Region,South Africa,1
01/01/2023,Fribourg Region,Other African countries,13
01/01/2023,Fribourg Region,Bahrain,0
01/01/2023,Fribourg Region,Israel,18
01/01/2023,Fribourg Region,India,45
01/01/2023,Fribourg Region,Japan,3
01/01/2023,Fribourg Region,Other South-East Asian countries,16
01/01/2023,Fribourg Region,Qatar,0
01/01/2023,Fribourg Region,Kuwait,9
01/01/2023,Fribourg Region,Australia,9
01/01/2023,Fribourg Region,"Australia, New Zealand, Oceania",0
01/01/2023,Fribourg Region,China,53
01/01/2023,Fribourg Region,Gulf States,0
01/01/2023,Fribourg Region,Hong Kong,4
01/01/2023,Fribourg Region,Indonesia,29
01/01/2023,Fribourg Region,South Korea,9
01/01/2023,Fribourg Region,Malaysia,0
01/01/2023,Fribourg Region,Philippines,30
01/01/2023,Fribourg Region,"New Zealand, Oceania",5
01/01/2023,Fribourg Region,Singapore,7
01/01/2023,Fribourg Region,Oman,0
01/01/2023,Fribourg Region,Taiwan (Chinese Taipei),2
01/01/2023,Fribourg Region,Thailand,3
01/01/2023,Fribourg Region,Other West Asian countries,9
01/01/2023,Fribourg Region,Estonia,0
01/01/2023,Fribourg Region,Latvia,6
01/01/2023,Fribourg Region,Lithuania,11
01/01/2023,Fribourg Region,Saudi Arabia,6
01/01/2023,Fribourg Region,United Arab Emirates,40
01/01/2023,Fribourg Region,Serbia and Montenegro,0
01/01/2023,Fribourg Region,Croatia,225
01/01/2023,Fribourg Region,Romania,67
01/01/2023,Fribourg Region,Russia,36
01/01/2023,Fribourg Region,Slovakia,8
01/01/2023,Fribourg Region,Slovenia,3
01/01/2023,Fribourg Region,Czechia,33
01/01/2023,Fribourg Region,Ukraine,43
01/01/2023,Fribourg Region,Serbia,23
01/01/2023,Aargau and Solothurn Region,Switzerland,42808
01/01/2023,Aargau and Solothurn Region,Baltic States,0
01/01/2023,Aargau and Solothurn Region,Germany,9567
01/01/2023,Aargau and Solothurn Region,France,1402
01/01/2023,Aargau and Solothurn Region,Italy,2566
01/01/2023,Aargau and Solothurn Region,Austria,1092
01/01/2023,Aargau and Solothurn Region,United Kingdom,739
01/01/2023,Aargau and Solothurn Region,Irland,129
01/01/2023,Aargau and Solothurn Region,Netherlands,950
01/01/2023,Aargau and Solothurn Region,Belgium,432
01/01/2023,Aargau and Solothurn Region,Luxembourg,90
01/01/2023,Aargau and Solothurn Region,Denmark,118
01/01/2023,Aargau and Solothurn Region,Sweden,197
01/01/2023,Aargau and Solothurn Region,Norway,63
01/01/2023,Aargau and Solothurn Region,Finland,42
01/01/2023,Aargau and Solothurn Region,Spain,538
01/01/2023,Aargau and Solothurn Region,Portugal,469
01/01/2023,Aargau and Solothurn Region,Greece,61
01/01/2023,Aargau and Solothurn Region,Turkey,140
01/01/2023,Aargau and Solothurn Region,Other European countries,358
01/01/2023,Aargau and Solothurn Region,Liechtenstein,82
01/01/2023,Aargau and Solothurn Region,Iceland,2
01/01/2023,Aargau and Solothurn Region,Poland,2027
01/01/2023,Aargau and Solothurn Region,Hungary,347
01/01/2023,Aargau and Solothurn Region,Belarus,9
01/01/2023,Aargau and Solothurn Region,Bulgaria,103
01/01/2023,Aargau and Solothurn Region,Malta,24
01/01/2023,Aargau and Solothurn Region,Cyprus,0
01/01/2023,Aargau and Solothurn Region,Chile,5
01/01/2023,Aargau and Solothurn Region,United States,1062
01/01/2023,Aargau and Solothurn Region,Canada,68
01/01/2023,Aargau and Solothurn Region,Mexico,186
01/01/2023,Aargau and Solothurn Region,Brazil,90
01/01/2023,Aargau and Solothurn Region,Argentina,0
01/01/2023,Aargau and Solothurn Region,"Central America, Caribbean",0
01/01/2023,Aargau and Solothurn Region,Other South American countries,23
01/01/2023,Aargau and Solothurn Region,Other Central American countries,25
01/01/2023,Aargau and Solothurn Region,Egypt,3
01/01/2023,Aargau and Solothurn Region,Other North African countries,83
01/01/2023,Aargau and Solothurn Region,South Africa,14
01/01/2023,Aargau and Solothurn Region,Other African countries,64
01/01/2023,Aargau and Solothurn Region,Bahrain,1
01/01/2023,Aargau and Solothurn Region,Israel,110
01/01/2023,Aargau and Solothurn Region,India,452
01/01/2023,Aargau and Solothurn Region,Japan,151
01/01/2023,Aargau and Solothurn Region,Other South-East Asian countries,102
01/01/2023,Aargau and Solothurn Region,Qatar,0
01/01/2023,Aargau and Solothurn Region,Kuwait,4
01/01/2023,Aargau and Solothurn Region,Australia,54
01/01/2023,Aargau and Solothurn Region,"Australia, New Zealand, Oceania",0
01/01/2023,Aargau and Solothurn Region,China,166
01/01/2023,Aargau and Solothurn Region,Gulf States,0
01/01/2023,Aargau and Solothurn Region,Hong Kong,9
01/01/2023,Aargau and Solothurn Region,Indonesia,98
01/01/2023,Aargau and Solothurn Region,South Korea,365
01/01/2023,Aargau and Solothurn Region,Malaysia,5
01/01/2023,Aargau and Solothurn Region,Philippines,24
01/01/2023,Aargau and Solothurn Region,"New Zealand, Oceania",40
01/01/2023,Aargau and Solothurn Region,Singapore,45
01/01/2023,Aargau and Solothurn Region,Oman,4
01/01/2023,Aargau and Solothurn Region,Taiwan (Chinese Taipei),15
01/01/2023,Aargau and Solothurn Region,Thailand,14
01/01/2023,Aargau and Solothurn Region,Other West Asian countries,139
01/01/2023,Aargau and Solothurn Region,Estonia,2
01/01/2023,Aargau and Solothurn Region,Latvia,36
01/01/2023,Aargau and Solothurn Region,Lithuania,49
01/01/2023,Aargau and Solothurn Region,Saudi Arabia,23
01/01/2023,Aargau and Solothurn Region,United Arab Emirates,29
01/01/2023,Aargau and Solothurn Region,Serbia and Montenegro,0
01/01/2023,Aargau and Solothurn Region,Croatia,342
01/01/2023,Aargau and Solothurn Region,Romania,265
01/01/2023,Aargau and Solothurn Region,Russia,150
01/01/2023,Aargau and Solothurn Region,Slovakia,238
01/01/2023,Aargau and Solothurn Region,Slovenia,19
01/01/2023,Aargau and Solothurn Region,Czechia,213
01/01/2023,Aargau and Solothurn Region,Ukraine,137
01/01/2023,Aargau and Solothurn Region,Serbia,138
01/02/2023,Graubünden,Switzerland,544997
01/02/2023,Graubünden,Baltic States,0
01/02/2023,Graubünden,Germany,105102
01/02/2023,Graubünden,France,8753
01/02/2023,Graubünden,Italy,12537
01/02/2023,Graubünden,Austria,4798
01/02/2023,Graubünden,United Kingdom,33254
01/02/2023,Graubünden,Irland,945
01/02/2023,Graubünden,Netherlands,14276
01/02/2023,Graubünden,Belgium,12379
01/02/2023,Graubünden,Luxembourg,4458
01/02/2023,Graubünden,Denmark,2494
01/02/2023,Graubünden,Sweden,2524
01/02/2023,Graubünden,Norway,908
01/02/2023,Graubünden,Finland,1389
01/02/2023,Graubünden,Spain,2094
01/02/2023,Graubünden,Portugal,1956
01/02/2023,Graubünden,Greece,1477
01/02/2023,Graubünden,Turkey,1590
01/02/2023,Graubünden,Other European countries,1886
01/02/2023,Graubünden,Liechtenstein,1233
01/02/2023,Graubünden,Iceland,179
01/02/2023,Graubünden,Poland,4366
01/02/2023,Graubünden,Hungary,758
01/02/2023,Graubünden,Belarus,127
01/02/2023,Graubünden,Bulgaria,348
01/02/2023,Graubünden,Malta,141
01/02/2023,Graubünden,Cyprus,573
01/02/2023,Graubünden,Chile,106
01/02/2023,Graubünden,United States,11919
01/02/2023,Graubünden,Canada,1837
01/02/2023,Graubünden,Mexico,400
01/02/2023,Graubünden,Brazil,4040
01/02/2023,Graubünden,Argentina,312
01/02/2023,Graubünden,"Central America, Caribbean",0
01/02/2023,Graubünden,Other South American countries,265
01/02/2023,Graubünden,Other Central American countries,318
01/02/2023,Graubünden,Egypt,40
01/02/2023,Graubünden,Other North African countries,269
01/02/2023,Graubünden,South Africa,254
01/02/2023,Graubünden,Other African countries,302
01/02/2023,Graubünden,Bahrain,63
01/02/2023,Graubünden,Israel,2428
01/02/2023,Graubünden,India,311
01/02/2023,Graubünden,Japan,420
01/02/2023,Graubünden,Other South-East Asian countries,401
01/02/2023,Graubünden,Qatar,377
01/02/2023,Graubünden,Kuwait,418
01/02/2023,Graubünden,Australia,2076
01/02/2023,Graubünden,"Australia, New Zealand, Oceania",0
01/02/2023,Graubünden,China,457
01/02/2023,Graubünden,Gulf States,0
01/02/2023,Graubünden,Hong Kong,499
01/02/2023,Graubünden,Indonesia,176
01/02/2023,Graubünden,South Korea,153
01/02/2023,Graubünden,Malaysia,267
01/02/2023,Graubünden,Philippines,137
01/02/2023,Graubünden,"New Zealand, Oceania",392
01/02/2023,Graubünden,Singapore,482
01/02/2023,Graubünden,Oman,14
01/02/2023,Graubünden,Taiwan (Chinese Taipei),228
01/02/2023,Graubünden,Thailand,250
01/02/2023,Graubünden,Other West Asian countries,366
01/02/2023,Graubünden,Estonia,690
01/02/2023,Graubünden,Latvia,588
01/02/2023,Graubünden,Lithuania,401
01/02/2023,Graubünden,Saudi Arabia,588
01/02/2023,Graubünden,United Arab Emirates,1387
01/02/2023,Graubünden,Serbia and Montenegro,0
01/02/2023,Graubünden,Croatia,376
01/02/2023,Graubünden,Romania,1721
01/02/2023,Graubünden,Russia,2159
01/02/2023,Graubünden,Slovakia,557
01/02/2023,Graubünden,Slovenia,456
01/02/2023,Graubünden,Czechia,2723
01/02/2023,Graubünden,Ukraine,706
01/02/2023,Graubünden,Serbia,413
01/02/2023,Eastern Switzerland,Switzerland,99906
01/02/2023,Eastern Switzerland,Baltic States,0
01/02/2023,Eastern Switzerland,Germany,16894
01/02/2023,Eastern Switzerland,France,1485
01/02/2023,Eastern Switzerland,Italy,1708
01/02/2023,Eastern Switzerland,Austria,1895
01/02/2023,Eastern Switzerland,United Kingdom,1154
01/02/2023,Eastern Switzerland,Irland,85
01/02/2023,Eastern Switzerland,Netherlands,1517
01/02/2023,Eastern Switzerland,Belgium,664
01/02/2023,Eastern Switzerland,Luxembourg,631
01/02/2023,Eastern Switzerland,Denmark,378
01/02/2023,Eastern Switzerland,Sweden,207
01/02/2023,Eastern Switzerland,Norway,168
01/02/2023,Eastern Switzerland,Finland,145
01/02/2023,Eastern Switzerland,Spain,460
01/02/2023,Eastern Switzerland,Portugal,181
01/02/2023,Eastern Switzerland,Greece,75
01/02/2023,Eastern Switzerland,Turkey,190
01/02/2023,Eastern Switzerland,Other European countries,246
01/02/2023,Eastern Switzerland,Liechtenstein,188
01/02/2023,Eastern Switzerland,Iceland,16
01/02/2023,Eastern Switzerland,Poland,864
01/02/2023,Eastern Switzerland,Hungary,292
01/02/2023,Eastern Switzerland,Belarus,12
01/02/2023,Eastern Switzerland,Bulgaria,103
01/02/2023,Eastern Switzerland,Malta,0
01/02/2023,Eastern Switzerland,Cyprus,52
01/02/2023,Eastern Switzerland,Chile,0
01/02/2023,Eastern Switzerland,United States,1083
01/02/2023,Eastern Switzerland,Canada,209
01/02/2023,Eastern Switzerland,Mexico,87
01/02/2023,Eastern Switzerland,Brazil,163
01/02/2023,Eastern Switzerland,Argentina,14
01/02/2023,Eastern Switzerland,"Central America, Caribbean",0
01/02/2023,Eastern Switzerland,Other South American countries,32
01/02/2023,Eastern Switzerland,Other Central American countries,61
01/02/2023,Eastern Switzerland,Egypt,53
01/02/2023,Eastern Switzerland,Other North African countries,198
01/02/2023,Eastern Switzerland,South Africa,81
01/02/2023,Eastern Switzerland,Other African countries,312
01/02/2023,Eastern Switzerland,Bahrain,6
01/02/2023,Eastern Switzerland,Israel,174
01/02/2023,Eastern Switzerland,India,247
01/02/2023,Eastern Switzerland,Japan,157
01/02/2023,Eastern Switzerland,Other South-East Asian countries,157
01/02/2023,Eastern Switzerland,Qatar,4
01/02/2023,Eastern Switzerland,Kuwait,17
01/02/2023,Eastern Switzerland,Australia,126
01/02/2023,Eastern Switzerland,"Australia, New Zealand, Oceania",0
01/02/2023,Eastern Switzerland,China,278
01/02/2023,Eastern Switzerland,Gulf States,0
01/02/2023,Eastern Switzerland,Hong Kong,31
01/02/2023,Eastern Switzerland,Indonesia,7
01/02/2023,Eastern Switzerland,South Korea,102
01/02/2023,Eastern Switzerland,Malaysia,174
01/02/2023,Eastern Switzerland,Philippines,39
01/02/2023,Eastern Switzerland,"New Zealand, Oceania",36
01/02/2023,Eastern Switzerland,Singapore,73
01/02/2023,Eastern Switzerland,Oman,2
01/02/2023,Eastern Switzerland,Taiwan (Chinese Taipei),28
01/02/2023,Eastern Switzerland,Thailand,72
01/02/2023,Eastern Switzerland,Other West Asian countries,110
01/02/2023,Eastern Switzerland,Estonia,98
01/02/2023,Eastern Switzerland,Latvia,46
01/02/2023,Eastern Switzerland,Lithuania,122
01/02/2023,Eastern Switzerland,Saudi Arabia,104
01/02/2023,Eastern Switzerland,United Arab Emirates,109
01/02/2023,Eastern Switzerland,Serbia and Montenegro,0
01/02/2023,Eastern Switzerland,Croatia,227
